"app","prospect_type","segment","name","website","location","size_signal","fit_rationale","contact_route","decision_maker_role","source_url","source_type","confidence","collected_on","notes"
"scopeiq","end-customer","single-location med spa","LifeSculpt Longevity & Aesthetics - Galleria","https://lifesculptmd.com/locations/longevity-aesthetics-galleria","Houston, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://lifesculptmd.com/biovitality-book/","owner","https://www.yellowpages.com/houston-tx/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, Xeomin, dermal fillers, microneedling, laser hair removal, IPL, GLP-1, medical weight loss. Found in the yellowpages.com Medical Spas category for Houston, TX, then confirmed by opening the practice's own homepage. Directory description: ""At LifeSculpt's Galleria location, we fuse precision longevity medicine with advanced aesthetic treatments to help you look, feel, and perform at your best.…"""
"scopeiq","end-customer","single-location med spa","Piel Aesthetics Med Spa","https://www.pielaesthetics.net","Austin, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.pielaesthetics.net/contact","owner","https://www.yellowpages.com/austin-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers. Found in the yellowpages.com Medical Spas category for Austin, TX, then confirmed by opening the practice's own homepage. Directory description: ""Piel Aesthetics is a Medical Spa specializing in Cosmetics Injectables like botox, fillers and threads! We are located in Cedar Park, Texas. We can't wait to…"""
"scopeiq","end-customer","single-location med spa","Aesthetica Med Spa","https://www.amedspa.com","Austin, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.amedspa.com/contact-us/","owner","https://www.yellowpages.com/austin-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, Sculptra, Kybella, microneedling, IPL, HydraFacial, PRP. Found in the yellowpages.com Medical Spas category for Austin, TX, then confirmed by opening the practice's own homepage. Directory description: ""What distinguishes our Austin med spa services from others in Texas? Quite simply, it is our experience. Aesthetica was established in 1999 as one of Austin's…"""
"scopeiq","end-customer","single-location med spa","Alchemy Wellness Medspa","https://www.alchemywellnessatx.com/contact-us","Austin, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.alchemywellnessatx.com/contact-us/","owner","https://www.yellowpages.com/austin-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, Dysport, dermal fillers, Sculptra, microneedling, laser hair removal, PRP, semaglutide (GLP-1). Found in the yellowpages.com Medical Spas category for Austin, TX, then confirmed by opening the practice's own homepage. Directory description: ""Alchemy Wellness Medspa is a professional, aesthetic med spa located in Austin, Texas, founded by Saima Jehangir, MD, MPH, FACOG. The practice uses cutting-edge,…"""
"scopeiq","end-customer","single-location med spa","HydraHive | IV and Med Spa | Wellness Begins Here","https://www.hydrahivesa.com","San Antonio, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.hydrahivesa.com/contact","owner","https://www.yellowpages.com/san-antonio-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, Jeuveau, dermal fillers, microneedling, Morpheus8, laser hair removal, IPL, HydraFacial. Found in the yellowpages.com Medical Spas category for San Antonio, TX, then confirmed by opening the practice's own homepage. Directory description: ""HydraHive IV and Med Spa in San Antonio is your wellness sanctuary, offering a comprehensive range of services including IV therapy, vitamin drip, B12 injection,…"""
"scopeiq","end-customer","single-location med spa","Magnolia Medical & Aesthetics","https://www.magnoliamedskin.com","San Antonio, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.magnoliamedskin.com/contact/","owner","https://www.yellowpages.com/san-antonio-tx/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, chemical peels. Found in the yellowpages.com Medical Spas category for San Antonio, TX, then confirmed by opening the practice's own homepage. Directory description: ""Magnolia Medical Aesthetics is a premier aesthetic med spa in San Antonio, Texas, specializing in injectables, dermal fillers, laser treatments, and skin care…"""
"scopeiq","end-customer","single-location med spa","Willow Aesthetics","https://www.willow-aesthetics.com","San Antonio, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.willow-aesthetics.com/book-now","owner","https://www.yellowpages.com/san-antonio-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, microneedling, CoolSculpting. Found in the yellowpages.com Medical Spas category for San Antonio, TX, then confirmed by opening the practice's own homepage. Directory description: ""Willow Aesthetics provides treatments such as chemical peels, CoolSculpting, microneedling, injectables, and hair restoration The owner, Megan Haworth, has been…"""
"scopeiq","end-customer","single-location med spa","Haus of Aesthetics Med Spa","http://www.hausofaesthetics.us","San Antonio, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","http://www.hausofaesthetics.us/contact","owner","https://www.yellowpages.com/san-antonio-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, Dysport, dermal fillers, Restylane, Sculptra, microneedling, HydraFacial, medical weight loss. Found in the yellowpages.com Medical Spas category for San Antonio, TX, then confirmed by opening the practice's own homepage. Directory description: ""At Haus of Aesthetics, we offer a wide range of advanced, results-driven treatments designed to enhance your natural beauty and boost your confidence. From…"""
"scopeiq","end-customer","single-location med spa","Edan's Med Spa","http://www.edansmedspa.com","San Antonio, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://edansmedspa.com/contact/","owner","https://www.yellowpages.com/san-antonio-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, PRP, medical weight loss, hormone therapy, thread lifts. Found in the yellowpages.com Medical Spas category for San Antonio, TX, then confirmed by opening the practice's own homepage. Directory description: ""I came to Edan's Med Spa for consultation and treatment of my loose skin on my neck (turkey neck). I had seen a plastic surgeon to have it evaluated but Edans Spa was able to…"""
"scopeiq","end-customer","single-location med spa","The Heights Plastic Surgery Med Spa","http://theheightsplasticmedspa.com","San Antonio, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","http://theheightsplasticmedspa.com/contact/","owner","https://www.yellowpages.com/san-antonio-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, Dysport, Daxxify, dermal fillers, Sculptra, microneedling, CoolSculpting, laser hair removal. Found in the yellowpages.com Medical Spas category for San Antonio, TX, then confirmed by opening the practice's own homepage. Directory description: ""The Heights Plastic Surgery Med Spa in San Antonio, Texas, is your destination for top-tier aesthetic treatments. Our medically-based team offers popular…"""
"scopeiq","end-customer","single-location med spa","Ideal Skin MedSpa","https://www.idealskinfw.com","Fort Worth, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.idealskinfw.com/book","owner","https://www.yellowpages.com/fort-worth-tx/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, Xeomin, dermal fillers, Juvederm, Kybella, microneedling, laser hair removal, IPL. Found in the yellowpages.com Medical Spas category for Fort Worth, TX, then confirmed by opening the practice's own homepage. Directory description: ""Ideal Skin MedSpa Fort Worth is the best choice for BotoxÂ®, dermal fillers such as JuvÃ©dermÂ® & VolumaÂ®, and the new RHA collection of fillers (the latest!).…"""
"scopeiq","end-customer","single-location med spa","Skin Balance & Rejuvenation MedSpa","https://www.skinbalancemedspa.com","Fort Worth, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.skinbalancemedspa.com/contact/","owner","https://www.yellowpages.com/fort-worth-tx/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, Sculptra, Kybella, microneedling, PRP, hormone therapy, PRF. Found in the yellowpages.com Medical Spas category for Fort Worth, TX, then confirmed by opening the practice's own homepage. Directory description: ""Welcome to Skin Balance & Rejuvenation, where we create inner harmony and restore outer beauty. Our goal is to listen and guide others with natural solutions…"""
"scopeiq","end-customer","single-location med spa","R & R Aesthetics & Wellness","https://rrawellness.com/contact","Fort Worth, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://rrawellness.com/contact/","owner","https://www.yellowpages.com/fort-worth-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, Dysport, Jeuveau, Xeomin, dermal fillers, microneedling, Morpheus8, IPL. Found in the yellowpages.com Medical Spas category for Fort Worth, TX, then confirmed by opening the practice's own homepage. Directory description: ""R&R is a full service MedSpa located in South Fort Worth, TX at the corners of Burleson and Mansfield. We are the only local practice to provide InMode's Evolve…"""
"scopeiq","end-customer","single-location med spa","Sona Dermatology & MedSpa of DFW - Fort Worth","http://sonaskin.com","Fort Worth, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","http://sonaskin.com/contact/","owner","https://www.yellowpages.com/fort-worth-tx/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, Kybella, microneedling, CoolSculpting, laser hair removal, IPL, chemical peels. Found in the yellowpages.com Medical Spas category for Fort Worth, TX, then confirmed by opening the practice's own homepage. Directory description: ""At Sona Dermatology & MedSpa, you’ll find exceptional patient-centric care with a comprehensive offering of medical and cosmetic services."""
"scopeiq","end-customer","single-location med spa","European Skincare & Med Spa","https://www.euroskincare.com/?y_source=1_MjA0MDU4NjMtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","Fort Worth, TX","","An independent medical aesthetic practice in TX whose own site advertises HydraFacial - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.euroskincare.com/wp-content/plugins/simple-social-icons/symbol-defs.svg#social-facebook","owner","https://www.yellowpages.com/fort-worth-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: HydraFacial. Found in the yellowpages.com Medical Spas category for Fort Worth, TX, then confirmed by opening the practice's own homepage. Directory description: ""Hands down, this is the best place for skin and body care treatments! The staff is very professional, the facility is clean and the prices are reasonable. My wife and I have…"""
"scopeiq","end-customer","single-location med spa","iCRYO Cryotherapy + iV Therapy + Body Sculpting","https://icryo.com/location/fort-worth-tx-west-7th","Fort Worth, TX","","An independent medical aesthetic practice in TX whose own site advertises IPL - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","","owner","https://www.yellowpages.com/fort-worth-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: IPL, IV therapy, IV drip. Found in the yellowpages.com Medical Spas category for Fort Worth, TX, then confirmed by opening the practice's own homepage. Directory description: ""iCRYO offers affordable and convenient therapies including whole body cryotherapy, iv therapy, compression therapy, red light therapy, local cryotherapy, and…"""
"scopeiq","end-customer","single-location med spa","Raihanah Med Spa","https://www.raihanahmedspa.com","Richardson, TX","","An independent medical aesthetic practice in TX whose own site advertises microneedling - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.raihanahmedspa.com/contact","owner","https://www.yellowpages.com/plano-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: microneedling, laser hair removal, HydraFacial, chemical peels. Found in the yellowpages.com Medical Spas category for Plano, TX, then confirmed by opening the practice's own homepage. Directory description: ""Experience a new level of rejuvenation at Raihanah Med Spa, a premier destination for advanced skincare and wellness Located conveniently at 1415 State St in…"""
"scopeiq","end-customer","single-location med spa","VIO Med Spa","https://www.viomedspa.com/locations/richardson","Richardson, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://viomedspa.com/richardson/wp-content/mu-plugins/viomedspa/assets/dist/booking.css?ver=1788273355","owner","https://www.yellowpages.com/plano-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, Dysport, Jeuveau, Xeomin, Daxxify, dermal fillers, Juvederm, Restylane. Found in the yellowpages.com Medical Spas category for Plano, TX, then confirmed by opening the practice's own homepage. Directory description: ""VIO Med Spa in Richardson, Texas is an allinclusive, highest quality, stateofthe art body and skin brand that identifies our guests beauty goals, enables…"""
"scopeiq","end-customer","single-location med spa","Image Laser Medspa","http://www.demandforce.com/b/imagelasermedspaplano","Plano, TX","","An independent medical aesthetic practice in TX whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","","owner","https://www.yellowpages.com/plano-tx/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, Juvederm, Restylane, Sculptra, laser hair removal, IPL, HydraFacial. Found in the yellowpages.com Medical Spas category for Plano, TX, then confirmed by opening the practice's own homepage."
"scopeiq","end-customer","single-location med spa","QuickDrip IV Hydration","https://quickdripivhydration.com","Plano, TX","","An independent medical aesthetic practice in TX whose own site advertises semaglutide (GLP-1) - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://quickdripivhydration.com/contact/","owner","https://www.yellowpages.com/plano-tx/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: semaglutide (GLP-1), tirzepatide (GLP-1), medical weight loss, IV therapy, IV hydration, IV drip. Found in the yellowpages.com Medical Spas category for Plano, TX, then confirmed by opening the practice's own homepage. Directory description: ""QuickDrip IV Hydration in Plano, TX is your local destination for premium IV therapy designed to support your energy, immunity, recovery, and overall wellness.…"""
"scopeiq","end-customer","single-location med spa","Uplifted Rx Med Spa","https://www.upliftedrx.com","New York, NY","","An independent medical aesthetic practice in NY whose own site advertises dermal fillers - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.upliftedrx.com/contact","owner","https://www.yellowpages.com/new-york-ny/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: dermal fillers, microneedling, PRP, medical weight loss. Found in the yellowpages.com Medical Spas category for New York, NY, then confirmed by opening the practice's own homepage. Directory description: ""Uplifted Rx Med Spa is a Medical Spa located in New York, NY We specialize in Botox, Filler Injections, Microneedling, Chemical Peels, and Hair Restoration Here…"""
"scopeiq","end-customer","single-location med spa","Trifecta Med Spa 57","https://trifectamedspanyc.com/location/57th-street","New York, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://trifectamedspanyc.com/facebook.svg","owner","https://www.yellowpages.com/new-york-ny/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, Xeomin, Daxxify, dermal fillers, Juvederm, Kybella, microneedling, CoolSculpting. Found in the yellowpages.com Medical Spas category for New York, NY, then confirmed by opening the practice's own homepage. Directory description: ""Trifecta Med Spa 57th Street Trifecta Med Spa 57 offers a wide selection of aesthetic treatments, including Botox and Juvederm dermal filler injections, Kybella,…"""
"scopeiq","end-customer","single-location med spa","Red Carpet Aesthetics","https://redcarpetaesthetics.com","New York, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://redcarpetaesthetics.com/contact","owner","https://www.yellowpages.com/new-york-ny/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, Xeomin, Daxxify, dermal fillers, Juvederm, microneedling, laser hair removal, IPL. Found in the yellowpages.com Medical Spas category for New York, NY, then confirmed by opening the practice's own homepage. Directory description: ""About Red Carpet Aesthetics At Red Carpet Med Spa medical spa is to enhance your natural beauty and to give you the confidence that you need and deserve We…"""
"scopeiq","end-customer","single-location med spa","Inglo Medical Spa","https://inglomedspa.com","New York, NY","","An independent medical aesthetic practice in NY whose own site advertises laser hair removal - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://inglomedspa.com/book-appointment/","owner","https://www.yellowpages.com/new-york-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: laser hair removal, IPL, chemical peels. Found in the yellowpages.com Medical Spas category for New York, NY, then confirmed by opening the practice's own homepage. Directory description: ""IN-GLO Med Spa offers non-invasive cosmetic treatments ranging from facials and laser hair removal to body contouring and fat reduction treatments. We are…"""
"scopeiq","end-customer","single-location med spa","Laser and Me","https://laserandme.com","New York, NY","","An independent medical aesthetic practice in NY whose own site advertises laser hair removal - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","","owner","https://www.yellowpages.com/new-york-ny/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: laser hair removal. Found in the yellowpages.com Medical Spas category for New York, NY, then confirmed by opening the practice's own homepage. Directory description: ""A full-service medspa offering painless laser hair removal, skin rejuvenation, acne scar treatments, and Botox for every skin type, delivered with precision and…"""
"scopeiq","end-customer","single-location med spa","MDCS Dermatology: Medical Dermatology and Cosmetic Surgery","http://www.mdcsnyc.com","New York, NY","","An independent medical aesthetic practice in NY whose own site advertises medical aesthetic treatments - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","http://www.mdcsnyc.com/contact-us","owner","https://www.yellowpages.com/new-york-ny/medical-spas?page=2","directory","verified","2026-09-03","Found in the yellowpages.com Medical Spas category for New York, NY, then confirmed by opening the practice's own homepage. Directory description: ""In 2002 renowned board-certified dermatologic surgeon Dr. Snehal Amin and leading board-certified dermatologist Dr. Noah Gratch teamed up to found MDCS…"""
"scopeiq","end-customer","single-location med spa","Skin Envy Cosmetic and Laser Center","https://skinenvyny.com","Brooklyn, NY","","An independent medical aesthetic practice in NY whose own site advertises dermal fillers - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://skinenvyny.com/contact-us/","owner","https://www.yellowpages.com/brooklyn-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: dermal fillers, Sculptra, Kybella, microneedling, laser hair removal, HydraFacial, PRP, GLP-1. Found in the yellowpages.com Medical Spas category for Brooklyn, NY, then confirmed by opening the practice's own homepage. Directory description: ""Skin Envy Cosmetic and Laser Center is a physicianowned and supervised medical spa in Brooklyn, NY, offering personalized care and advanced cosmetic treatments…"""
"scopeiq","end-customer","single-location med spa","N4 Med Spa Plus Salon","http://n4medspa.com","Brooklyn, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","","owner","https://www.yellowpages.com/brooklyn-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, Sculptra, microneedling, CoolSculpting, laser hair removal, HydraFacial, GLP-1. Found in the yellowpages.com Medical Spas category for Brooklyn, NY, then confirmed by opening the practice's own homepage. Directory description: ""N4 Med Spa-Salon is a full-service Medical spa hotspot. Our spa is relaxed, pleasant, and bustling with the latest trends and trusted products.State of the Art…"""
"scopeiq","end-customer","single-location med spa","KHROM MEDSPA & WELLNESS","https://www.khrommedspa.com","Brooklyn, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://khrommedspa.com/contact-us/","owner","https://www.yellowpages.com/brooklyn-ny/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, Kybella, microneedling, Morpheus8, CoolSculpting, laser hair removal, IPL. Found in the yellowpages.com Medical Spas category for Brooklyn, NY, then confirmed by opening the practice's own homepage. Directory description: ""big fan of their gentleman facial. really gives me that extra glow and the ladies seem to love it!"""""
"scopeiq","end-customer","single-location med spa","Milady Medical Spa","http://www.miladyspa.com","Brooklyn, NY","","An independent medical aesthetic practice in NY whose own site advertises HydraFacial - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.miladyspa.com/information/contact_us.html","owner","https://www.yellowpages.com/brooklyn-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: HydraFacial, chemical peels. Found in the yellowpages.com Medical Spas category for Brooklyn, NY, then confirmed by opening the practice's own homepage. Directory description: ""Really nice spa with great facials and other treatments. I have been going here for years and I highly recommend it"""""
"scopeiq","end-customer","single-location med spa","PBK Medspa","https://pbkmedspa.com/contact","Brooklyn, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://pbkmedspa.com/contact/","owner","https://www.yellowpages.com/brooklyn-ny/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, Dysport, Xeomin, dermal fillers, Sculptra, Kybella, microneedling, Morpheus8. Found in the yellowpages.com Medical Spas category for Brooklyn, NY, then confirmed by opening the practice's own homepage."
"scopeiq","end-customer","single-location med spa","Smooth Solutions Medical Aesthetics","https://www.smoothsolutionsmed.com","Williamsville, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.smoothsolutionsmed.com/contact/","owner","https://www.yellowpages.com/buffalo-ny/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, Dysport, dermal fillers, Restylane, Sculptra, microneedling, IPL, PRP. Found in the yellowpages.com Medical Spas category for Buffalo, NY, then confirmed by opening the practice's own homepage. Directory description: ""I've been seeing Dr Bertolino for almost a year for HRT and some Botox ,juvederm .Since I've been seeing him I feel so wonderful alive and youngMy old self is back in the…"""
"scopeiq","end-customer","single-location med spa","Fresh Complexion","https://www.myfreshcomplexion.com","Buffalo, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.myfreshcomplexion.com/pre-appointment-preparation","owner","https://www.yellowpages.com/buffalo-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, Dysport, Jeuveau, Xeomin, dermal fillers, Restylane, Sculptra, Kybella. Found in the yellowpages.com Medical Spas category for Buffalo, NY, then confirmed by opening the practice's own homepage. Directory description: ""Fresh Complexion in Buffalo, NY is a boutique medical spa specializing in PRP treatment, microneedling, neuromodulators like Botox, Xeomin, Dysport, and Jeuveau,…"""
"scopeiq","end-customer","single-location med spa","Luminescence Aesthetics-Buffalo","https://www.luminescence-aesthetics.com","Buffalo, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","hello@luminescence-aesthetics.com","owner","https://www.yellowpages.com/buffalo-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, Dysport, Xeomin, Daxxify, dermal fillers, Restylane, Kybella, microneedling. Found in the yellowpages.com Medical Spas category for Buffalo, NY, then confirmed by opening the practice's own homepage. Directory description: ""From the heart of Buffalo, New York, Luminescence Aesthetics aims to help you achieve and maintain the beautiful, youthful and healthy look you've been searching…"""
"scopeiq","end-customer","single-location med spa","Chapter Aesthetic Studio","https://www.mychapter.com/locations/ny/tonawanda/2980-sheridan-dr","Tonawanda, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.mychapter.com/about/contact-us/","owner","https://www.yellowpages.com/buffalo-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, Xeomin, dermal fillers, microneedling, CoolSculpting, laser hair removal, IPL, PRP. Found in the yellowpages.com Medical Spas category for Buffalo, NY, then confirmed by opening the practice's own homepage. Directory description: ""Chapter is a leading aesthetic studio in Rochester to help bring your personal beauty story to life Our team of caring experts are artfully skilled in the…"""
"scopeiq","end-customer","single-location med spa","Belle Vous Aesthetics","https://www.thebellevous.com","Williamsville, NY","","An independent medical aesthetic practice in NY whose own site advertises dermal fillers - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://thebellevous.com/contact/","owner","https://www.yellowpages.com/buffalo-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: dermal fillers, microneedling, laser hair removal, IPL. Found in the yellowpages.com Medical Spas category for Buffalo, NY, then confirmed by opening the practice's own homepage. Directory description: ""At Belle Vous Aesthetics, we specialize in enhancing your natural beauty. Led by Rachel Showers, a board certified nurse practioner and certified aesthetic…"""
"scopeiq","end-customer","single-location med spa","ReJuvenere Medical Spa","https://www.rejuveneremedspa.com","Lockport, NY","","An independent medical aesthetic practice in NY whose own site advertises HydraFacial - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.rejuveneremedspa.com/contact","owner","https://www.yellowpages.com/buffalo-ny/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: HydraFacial, IV hydration. Found in the yellowpages.com Medical Spas category for Buffalo, NY, then confirmed by opening the practice's own homepage."
"scopeiq","end-customer","single-location med spa","Advanced Aesthetic Medi Spa","http://www.advanceyourbeauty.com","Buffalo, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","http://www.advanceyourbeauty.com/appointment/","owner","https://www.yellowpages.com/buffalo-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, chemical peels, Ultherapy, sclerotherapy. Found in the yellowpages.com Medical Spas category for Buffalo, NY, then confirmed by opening the practice's own homepage."
"scopeiq","end-customer","single-location med spa","Liv Aesthetics Medical Spa","https://www.livaestheticsmedspa.com","Thornwood, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.livaestheticsmedspa.com/contact-us/","owner","https://www.yellowpages.com/white-plains-ny/medical-spas?page=2","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, microneedling, CoolSculpting. Found in the yellowpages.com Medical Spas category for White Plains, NY, then confirmed by opening the practice's own homepage. Directory description: ""At Liv Aesthetics, we are dedicated to making you feel restored, rejuvenated, and youthful in a comfortable, welcoming atmosphere! Some of our most popular…"""
"scopeiq","end-customer","single-location med spa","Skinjava Medical Spa","https://www.skinjavamedicalspa.com/contact","West Harrison, NY","","An independent medical aesthetic practice in NY whose own site advertises Botox - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.skinjavamedicalspa.com/contact","owner","https://www.yellowpages.com/white-plains-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: Botox, dermal fillers, microneedling, laser hair removal, IPL, HydraFacial, PRP, chemical peels. Found in the yellowpages.com Medical Spas category for White Plains, NY, then confirmed by opening the practice's own homepage. Directory description: ""Skinjava Medical Spa provides the following services: Laser Hair Removal, Hydrafacial MD, IPL Skin Rejuvenation, Skin Tightening with Radio Frequency,…"""
"scopeiq","end-customer","single-location med spa","Top Aesthetics Laser","https://www.topskinlaser.com","West Harrison, NY","","An independent medical aesthetic practice in NY whose own site advertises laser hair removal - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","https://www.topskinlaser.com/booknow","owner","https://www.yellowpages.com/white-plains-ny/medical-spas","directory","verified","2026-09-03","Procedures found on its own site: laser hair removal, IPL. Found in the yellowpages.com Medical Spas category for White Plains, NY, then confirmed by opening the practice's own homepage. Directory description: ""Top Aesthetics Laser is an aesthetic laser skin care spa studio in Westchester New York and Fairfield Connecticut Counties that specializes in many skin…"""
"scopeiq","end-customer","single-location med spa","Pretty Please Aesthetics Med Spa","http://www.prettyplease-aesthetics.com","Hoboken, NJ","","An independent medical aesthetic practice in NJ whose own site advertises medical aesthetic treatments - it operates under one state's supervision, delegation and ownership rules and has no in-house counsel.","","owner","https://www.yellowpages.com/newark-nj/medical-spas","directory","verified","2026-09-03","Found in the yellowpages.com Medical Spas category for Newark, NJ, then confirmed by opening the practice's own homepage. Directory description: ""Pretty Please Aesthetics Med Spa is your trusted medical spa in NJ, offering advanced, resultsdriven aesthetic treatments in a welcoming, professional…"""
