"app","prospect_type","segment","name","website","location","size_signal","fit_rationale","contact_route","decision_maker_role","source_url","source_type","confidence","collected_on","notes"
"wagelens","partner","APEX Accelerator","Indiana APEX Accelerator - South Central","","Indiana","listed in the National APEX Accelerator Alliance locator for Indiana","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/indiana-apex-accelerator-south-central/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Indiana'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Indiana APEX Accelerator - Southwest","","Indiana","listed in the National APEX Accelerator Alliance locator for Indiana","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/indiana-apex-accelerator-southwest/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Indiana'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Iowa State University CIRAS APEX Accelerator - Ames HQ","","Iowa","listed in the National APEX Accelerator Alliance locator for Iowa","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/iowa-state-university-ciras-apex-accelerator-ames-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Iowa'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Iowa State University CIRAS APEX Accelerator - Cedar Rapids","","Iowa","listed in the National APEX Accelerator Alliance locator for Iowa","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/iowa-state-university-ciras-apex-accelerator-cedar-rapids/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Iowa'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Iowa State University CIRAS APEX Accelerator - Des Moines","","Iowa","listed in the National APEX Accelerator Alliance locator for Iowa","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/iowa-state-university-ciras-apex-accelerator-des-moines/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Iowa'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Iowa State University CIRAS APEX Accelerator - Iowa City","","Iowa","listed in the National APEX Accelerator Alliance locator for Iowa","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/iowa-state-university-ciras-apex-accelerator-iowa-city/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Iowa'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Kansas APEX Accelerator - HQ","","Kansas","listed in the National APEX Accelerator Alliance locator for Kansas","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/kansas-apex-accelerator-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Kansas'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Kansas APEX Accelerator - Kansas City Area Subcenter","","Kansas","listed in the National APEX Accelerator Alliance locator for Kansas","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/kansas-apex-accelerator-kansas-city-area-subcenter/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Kansas'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Kentucky APEX Accelerator - Bowling Green Office & Radcliff/Fort Knox","","Kentucky","listed in the National APEX Accelerator Alliance locator for Kentucky","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/kentucky-apex-accelerator-bowling-green-office-radcliff-fort-knox/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Kentucky'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Kentucky APEX Accelerator - Covington","","Kentucky","listed in the National APEX Accelerator Alliance locator for Kentucky","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/kentucky-apex-accelerator-covington/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Kentucky'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Kentucky APEX Accelerator - Lexington HQ","","Kentucky","listed in the National APEX Accelerator Alliance locator for Kentucky","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/kentucky-apex-accelerator-lexington-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Kentucky'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Kentucky APEX Accelerator - London, Pikeville & Somerset","","Kentucky","listed in the National APEX Accelerator Alliance locator for Kentucky","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/kentucky-apex-accelerator-london-pikeville-somerset/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Kentucky'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Kentucky APEX Accelerator - Louisville","","Kentucky","listed in the National APEX Accelerator Alliance locator for Kentucky","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/kentucky-apex-accelerator-louisville/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Kentucky'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Kentucky APEX Accelerator - Murray & Paducah","","Kentucky","listed in the National APEX Accelerator Alliance locator for Kentucky","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/kentucky-apex-accelerator-murray-paducah/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Kentucky'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Louisiana APEX Accelerator","","Louisiana","listed in the National APEX Accelerator Alliance locator for Louisiana","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/louisiana-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Louisiana'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","NCAIED APEX Accelerator - Louisiana","","Louisiana","listed in the National APEX Accelerator Alliance locator for Louisiana","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/ncaied-apex-accelerator-louisiana/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Louisiana'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Northwest Louisiana APEX Accelerator","","Louisiana","listed in the National APEX Accelerator Alliance locator for Louisiana","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/northwest-louisiana-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Louisiana'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Maine APEX Accelerator - Central","","Maine","listed in the National APEX Accelerator Alliance locator for Maine","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/maine-apex-accelerator-central/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Maine'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Maine APEX Accelerator - Downeast","","Maine","listed in the National APEX Accelerator Alliance locator for Maine","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/maine-apex-accelerator-downeast/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Maine'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Maine APEX Accelerator - HQ","","Maine","listed in the National APEX Accelerator Alliance locator for Maine","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/maine-apex-accelerator-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Maine'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Maine APEX Accelerator - Mid-State","","Maine","listed in the National APEX Accelerator Alliance locator for Maine","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/maine-apex-accelerator-mid-state/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Maine'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Maine APEX Accelerator - North","","Maine","listed in the National APEX Accelerator Alliance locator for Maine","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/maine-apex-accelerator-north/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Maine'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Maine APEX Accelerator - Southwest","","Maine","listed in the National APEX Accelerator Alliance locator for Maine","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/maine-apex-accelerator-southwest/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Maine'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Maryland APEX Accelerator - Anne Arundel County Economic Development Corporation","","Maryland","listed in the National APEX Accelerator Alliance locator for Maryland","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/maryland-apex-accelerator-anne-arundel-county-economic-development-corporation/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Maryland'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Maryland APEX Accelerator - Bowie City Hall  Economic Development","","Maryland","listed in the National APEX Accelerator Alliance locator for Maryland","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/maryland-apex-accelerator-bowie-city-hall-economic-development/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Maryland'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Maryland APEX Accelerator - Howard County Economic Development Authority","","Maryland","listed in the National APEX Accelerator Alliance locator for Maryland","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/maryland-apex-accelerator-howard-county-economic-development-authority/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Maryland'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Maryland APEX Accelerator - HQ","","Maryland","listed in the National APEX Accelerator Alliance locator for Maryland","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/maryland-apex-accelerator-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Maryland'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Massachusetts APEX Accelerator","","Massachusetts","listed in the National APEX Accelerator Alliance locator for Massachusetts","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/massachusetts-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Massachusetts'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","East Michigan APEX Accelerator","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/east-michigan-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Macomb Regional APEX Accelerator","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/macomb-regional-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Northeast Michigan APEX Accelerator","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/northeast-michigan-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Northwest Michigan APEX Accelerator - HQ","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/northwest-michigan-apex-accelerator-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Northwest Michigan APEX Accelerator - Saginaw Future Inc","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/northwest-michigan-apex-accelerator-saginaw-future-inc/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Schoolcraft College APEX Accelerator - Schoolcraft College HQ","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/schoolcraft-college-apex-accelerator-schoolcraft-college-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Schoolcraft College APEX Accelerator - Wayne State University","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/schoolcraft-college-apex-accelerator-wayne-state-university/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","South Central Michigan APEX Accelerator","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/south-central-michigan-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Southwest Michigan APEX Accelerator","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/southwest-michigan-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","West Michigan APEX Accelerator - Grand Rapids","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/west-michigan-apex-accelerator-grand-rapids/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","West Michigan APEX Accelerator - Muskegon HQ","","Michigan","listed in the National APEX Accelerator Alliance locator for Michigan","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/west-michigan-apex-accelerator-muskegon-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Michigan'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Minnesota APEX Accelerator","","Minnesota","listed in the National APEX Accelerator Alliance locator for Minnesota","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/minnesota-apex-accelerator/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Minnesota'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Mississippi APEX Accelerator - Central Office","","Mississippi","listed in the National APEX Accelerator Alliance locator for Mississippi","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/mississippi-apex-accelerator-central-office/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Mississippi'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Mississippi APEX Accelerator - East Office","","Mississippi","listed in the National APEX Accelerator Alliance locator for Mississippi","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/mississippi-apex-accelerator-east-office/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Mississippi'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Mississippi APEX Accelerator - HQ","","Mississippi","listed in the National APEX Accelerator Alliance locator for Mississippi","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/mississippi-apex-accelerator-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Mississippi'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Mississippi APEX Accelerator - NE Office","","Mississippi","listed in the National APEX Accelerator Alliance locator for Mississippi","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/mississippi-apex-accelerator-ne-office/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Mississippi'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Mississippi APEX Accelerator - NW Office","","Mississippi","listed in the National APEX Accelerator Alliance locator for Mississippi","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/mississippi-apex-accelerator-nw-office/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Mississippi'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Mississippi APEX Accelerator - South Office","","Mississippi","listed in the National APEX Accelerator Alliance locator for Mississippi","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/mississippi-apex-accelerator-south-office/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Mississippi'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Missouri APEX Accelerator - Columbia HQ","","Missouri","listed in the National APEX Accelerator Alliance locator for Missouri","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/missouri-apex-accelerator-columbia-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Missouri'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Missouri APEX Accelerator - Kansas City Region","","Missouri","listed in the National APEX Accelerator Alliance locator for Missouri","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/missouri-apex-accelerator-kansas-city-region/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Missouri'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Missouri APEX Accelerator - Springfield Region","","Missouri","listed in the National APEX Accelerator Alliance locator for Missouri","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/missouri-apex-accelerator-springfield-region/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Missouri'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Missouri APEX Accelerator - St. Louis Region","","Missouri","listed in the National APEX Accelerator Alliance locator for Missouri","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/missouri-apex-accelerator-st-louis-region/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Missouri'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Missouri APEX Accelerator - West Plains Region","","Missouri","listed in the National APEX Accelerator Alliance locator for Missouri","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/missouri-apex-accelerator-west-plains-region/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Missouri'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Montana APEX Accelerator - Billings HQ","","Montana","listed in the National APEX Accelerator Alliance locator for Montana","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/montana-apex-accelerator-billings-hq/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Montana'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Montana APEX Accelerator - Great Falls","","Montana","listed in the National APEX Accelerator Alliance locator for Montana","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/montana-apex-accelerator-great-falls/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Montana'; NAPEX does not publish the accelerator's own URL in this record"
"wagelens","partner","APEX Accelerator","Montana APEX Accelerator - Kalispel","","Montana","listed in the National APEX Accelerator Alliance locator for Montana","Federally funded APEX Accelerator (formerly PTAC) that counsels small firms entering government contracting; its clients hit Davis-Bacon and WH-347 on their first federal construction award, so it is a natural referral and co-training partner.","","program manager or procurement counselor","https://www.napex.us/location/montana-apex-accelerator-kalispel/","directory","verified","2026-09-03","National APEX Accelerator Alliance locator, queried by state 'Montana'; NAPEX does not publish the accelerator's own URL in this record"
