"app","prospect_type","segment","name","website","location","size_signal","fit_rationale","contact_route","decision_maker_role","source_url","source_type","confidence","collected_on","notes"
"recoup","end-customer","multi-unit restaurant franchisee","Avants Operations","","Athens, GA","31 restaurants across 1 brand(s) (Zaxbys)","Multi-unit restaurant franchisee ranked #165 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 165 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Sweetwater Franchise Group","","Houston, TX","65 restaurants across 1 brand(s) (Sonic Drive-In)","Multi-unit restaurant franchisee ranked #166 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 166 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Brumit Restaurant Group","","Asheville, NC","66 restaurants across 1 brand(s) (Arby’s)","Multi-unit restaurant franchisee ranked #167 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 167 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Serazen","https://serazen.com","Costa Mesa, CA","72 restaurants across 1 brand(s) (Papa Johns)","Multi-unit restaurant franchisee ranked #168 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://serazen.com/?page_id=260","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 168 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Pentex Restaurant Group","","Fargo, ND","49 restaurants across 2 brand(s) (Taco John’s, HuHot)","Multi-unit restaurant franchisee ranked #169 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 169 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","RoHoHo","","Charleston, SC","55 restaurants across 2 brand(s) (Papa Johns, Jersey Mike’s)","Multi-unit restaurant franchisee ranked #170 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 170 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Utah Del Taco","","Salt Lake City, UT","35 restaurants across 1 brand(s) (Del Taco)","Multi-unit restaurant franchisee ranked #171 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 171 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","BMW Management","","Temecula, CA","21 restaurants across 1 brand(s) (Sizzler)","Multi-unit restaurant franchisee ranked #172 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 172 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","All Star Management","","Bourbonnais, IL","37 restaurants across 1 brand(s) (Wendy’s)","Multi-unit restaurant franchisee ranked #173 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 173 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","KK Corporation","https://kkcorporation.com","Houston, TX","162 restaurants across 1 brand(s) (Subway)","Multi-unit restaurant franchisee ranked #174 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 174 (2025 list, FY2024 data). Revenue is a Franchise Times estimate."
"recoup","end-customer","multi-unit restaurant franchisee","The Mendoza Company","","Blacklick, OH","19 restaurants across 1 brand(s) (McDonald’s)","Multi-unit restaurant franchisee ranked #175 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 175 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","US Leader Restaurants OpCo","","Miami, FL","35 restaurants across 1 brand(s) (Taco Bell)","Multi-unit restaurant franchisee ranked #176 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 176 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Shamrock Company","https://shamrock-company.com","Hinsdale, IL","39 restaurants across 2 brand(s) (Taco Bell, Dunkin’)","Multi-unit restaurant franchisee ranked #177 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://shamrock-company.com/contact","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 177 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","The Munson Group","https://www.themunsonrestaurantgroup.com","New Brunswick, NJ","29 restaurants across 2 brand(s) (Buffalo Wild Wings, Sonic Drive-In)","Multi-unit restaurant franchisee ranked #178 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://www.themunsonrestaurantgroup.com/contact","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 178 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Platinum Corral","https://www.platinumcorral.com","Jacksonville, NC","12 restaurants across 1 brand(s) (Golden Corral)","Multi-unit restaurant franchisee ranked #179 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 179 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Aces","https://www.aces.net","Ironwood, MI","78 restaurants across 1 brand(s) (Little Caesars)","Multi-unit restaurant franchisee ranked #180 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://www.aces.net/contact","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 180 (2025 list, FY2024 data). Revenue is a Franchise Times estimate."
"recoup","end-customer","multi-unit restaurant franchisee","Cedartown Foods","https://www.cedartownfoods.com","Rome, GA","44 restaurants across 2 brand(s) (Bojangles, Jersey Mike’s)","Multi-unit restaurant franchisee ranked #181 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://www.cedartownfoods.com/contact","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 181 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","JMB Foods","https://www.jmbfoods.com","Brick, NJ","48 restaurants across 1 brand(s) (Jersey Mike’s)","Multi-unit restaurant franchisee ranked #182 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://www.jmbfoods.com/contact/","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 182 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Texas Subs","https://texassubs.com","Fort Worth, TX","108 restaurants across 2 brand(s) (Subway, Little Caesars)","Multi-unit restaurant franchisee ranked #183 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 183 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","MPZ Holdings","","Columbia, SC","56 restaurants across 2 brand(s) (Marco’s Pizza, Dave’s Hot Chicken)","Multi-unit restaurant franchisee ranked #184 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 184 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Superior Restaurant Group","https://superiorrestaurantgroup.com","Princeton, NJ","19 restaurants across 1 brand(s) (Wendy’s)","Multi-unit restaurant franchisee ranked #185 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 185 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","PMTD Restaurants","","Marietta, GA","36 restaurants across 2 brand(s) (KFC, Capriotti’s)","Multi-unit restaurant franchisee ranked #186 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 186 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","j Three","https://j-three.net","Decatur, IL","67 restaurants across 1 brand(s) (Jimmy John’s)","Multi-unit restaurant franchisee ranked #187 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://j-three.net/inquiry/","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 187 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Phoenix Organization","https://phoenixorganization.com","Boca Raton, FL","27 restaurants across 2 brand(s) (Burger King, Denny’s)","Multi-unit restaurant franchisee ranked #188 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","https://phoenixorganization.com/","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 188 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Brodersen Management","","Whitefish Bay, WI","20 restaurants across 1 brand(s) (Popeyes)","Multi-unit restaurant franchisee ranked #189 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 189 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","J & S Restaurants","","Cleveland, TN","36 restaurants across 1 brand(s) (Hardee’s)","Multi-unit restaurant franchisee ranked #190 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 190 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","13P Group","","Miami, FL","56 restaurants across 2 brand(s) (Cinnabon, Jamba)","Multi-unit restaurant franchisee ranked #191 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 191 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Metz Culinary Management","","Dallas, PA","14 restaurants across 2 brand(s) (TGI Fridays, Chick-fil-A)","Multi-unit restaurant franchisee ranked #192 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 192 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Trident Holdings","https://tridentholdings.org","Murfreesboro, TN","56 restaurants across 1 brand(s) (Captain D’s)","Multi-unit restaurant franchisee ranked #193 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 193 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Legacy Food & Beverage","","New York, NY","20 restaurants across 1 brand(s) (Wendy’s)","Multi-unit restaurant franchisee ranked #194 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 194 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Blue Ribbon Restaurants","","Troy, MI","14 restaurants across 1 brand(s) (Famous Dave’s)","Multi-unit restaurant franchisee ranked #195 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 195 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Fuego Investments","https://fuego-investments.com","Fallbrook, CA","30 restaurants across 1 brand(s) (El Pollo Loco)","Multi-unit restaurant franchisee ranked #196 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","verified","2026-09-03","Franchise Times Restaurant 200 rank 196 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Ram-Z Restaurant Group","","Bentonville, AR","70 restaurants across 2 brand(s) (Freddy’s, Schlotzsky’s)","Multi-unit restaurant franchisee ranked #197 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 197 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Tetra Management","","Wichita, KS","46 restaurants across 1 brand(s) (Pizza Hut)","Multi-unit restaurant franchisee ranked #198 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 198 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Elbardi Group of Companies","","Doral, FL","40 restaurants across 1 brand(s) (Charleys)","Multi-unit restaurant franchisee ranked #199 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 199 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Merbree Holdings","","Ketchum, ID","33 restaurants across 2 brand(s) (MOD Pizza, Jersey Mike’s)","Multi-unit restaurant franchisee ranked #200 in the Franchise Times Restaurant 200; leases every site in strip and pad locations and receives a CAM reconciliation from each landlord.","","director of real estate","https://www.franchisetimes.com/app/2025-Franchise-Times-Restaurant-200.pdf","list-article","secondary","2026-09-03","Franchise Times Restaurant 200 rank 200 (2025 list, FY2024 data)."
"recoup","end-customer","multi-unit restaurant franchisee","Target Corporation","","","863 franchised units","Multi-unit, multi-brand franchisee ranked #5 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 5 (2026). Brands: Pizza Hut Contract caterer, retailer or travel-centre operator franchising brands inside venues it already occupies - much of the estate is not third-party landlord space, so fit is lower."
"recoup","end-customer","multi-unit restaurant franchisee","The Dhanani Group","https://dhananigroupinc.com","","845 franchised units; 1541 franchised units","Multi-unit, multi-brand franchisee ranked #6 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","https://dhananigroupinc.com/contact/","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","verified","2026-09-03","Multi-Unit Franchisee Mega 99 rank 6 (2026). Brands: Burger King, Pizza Hut Also listed as ""The Dhanani Group"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Love’s Travel Stops & Country Stores","https://www.loves.com","Oklahoma","814 franchised units","Multi-unit, multi-brand franchisee ranked #7 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","https://www.loves.com/loves-rewards/loves-rewards-contact-us","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","verified","2026-09-03","Multi-Unit Franchisee Mega 99 rank 7 (2026). Brands: Subway, Godfather’s Pizza, Chester’s, Arby’s, Hardee’s, Carl’s Jr., Bojangles, Taco John’s, Dunkin’, Sleep Inn by Choice Hotels, DQ Treat, Best Western Hotels & Resorts, Bimbo Food Contract caterer, retailer or travel-centre operator franchising brands inside venues it already occupies - much of the estate is not third-party landlord space, so fit is lower. Also listed as ""Love's Travel Stops & Country Stores Inc"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html. Also listed as ""Love's Travel Stops & Country Stores"" in https://en.wikipedia.org/wiki/List_of_convenience_stores."
"recoup","end-customer","multi-unit restaurant franchisee","Pilot Company","https://pilotcompany.com","","622 franchised units","Multi-unit, multi-brand franchisee ranked #8 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","https://pilotcompany.com/fleet-contact-us","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","verified","2026-09-03","Multi-Unit Franchisee Mega 99 rank 8 (2026). Brands: Subway, Cinnabon, Dunkin’, Wendy’s, Arby’s, Taco Bell, Moe’s Southwest Grill, Pizza Hut, Chester’s Also listed as ""Pilot Company"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","HZ Ops Group","","","595 franchised units","Multi-unit, multi-brand franchisee ranked #9 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 9 (2026). Brands: Popeyes Louisiana Kitchen, Dunkin’, Baskin-Robbins, La Madelleine"
"recoup","end-customer","multi-unit restaurant franchisee","Frasier Enterprises","","","496 franchised units","Multi-unit, multi-brand franchisee ranked #12 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 12 (2026). Brands: Miracle-Ear"
"recoup","end-customer","multi-unit restaurant franchisee","Team Car Care","","","489 franchised units","Multi-unit, multi-brand franchisee ranked #14 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 14 (2026). Brands: Jiffy Lube"
"recoup","end-customer","multi-unit restaurant franchisee","Army & Air Force Exchange Services","","","476 franchised units; 477 franchised units","Multi-unit, multi-brand franchisee ranked #16 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 16 (2026). Brands: Subway, Burger King, Charleys, Popeyes Louisiana Kitchen, Arby’s, Taco Bell, Qdoba Mexican Eats, Einstein Bros. Bagels, Baskin-Robbins, Dunkin’, Rice King, Wing Zone, Regal Nails S Contract caterer, retailer or travel-centre operator franchising brands inside venues it already occupies - much of the estate is not third-party landlord space, so fit is lower. Also listed as ""Army & Air Force Exchange Services"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Aramark","https://www.aramark.com","","413 franchised units","Multi-unit, multi-brand franchisee ranked #19 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","verified","2026-09-03","Multi-Unit Franchisee Mega 99 rank 19 (2026). Brands: Chick-fil-A, Einstein Bros. Bagels, Panda Express, Subway, Dunkin’, Moe’s Southwest Grill, Pizza Hut, Which Wich, Qdoba Mexican Eats, Steak n Shake by Biglari, Panera Bread, Jamba, Contract caterer, retailer or travel-centre operator franchising brands inside venues it already occupies - much of the estate is not third-party landlord space, so fit is lower. Also listed as ""Aramark"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","K-mac Enterprises","","","412 franchised units","Multi-unit, multi-brand franchisee ranked #20 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 20 (2026). Brands: Taco Bell, 7 Brew, Whataburger Also listed as ""K-mac Enterprises Inc"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Purple Rock Investment Co./purple Square Management Co.","","","369 franchised units; 371 franchised units","Multi-unit, multi-brand franchisee ranked #25 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 25 (2026). Brands: Rent-A-Center, Dunkin’, Take 5 Oil Change Center, Popeyes Louisiana Kitchen, RimTyme, Baskin-Robbins, American Family Care, The Brass Tap Craft Beer Bar Also listed as ""PURPLE ROCK INVESTMENT COMPANY LLC / Purple Square Management Co"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","PVA Group","","","354 franchised units","Multi-unit, multi-brand franchisee ranked #29 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 29 (2026). Brands: Jiffy Lube"
"recoup","end-customer","multi-unit restaurant franchisee","JIB Management","https://www.jib-management.com","","345 franchised units","Multi-unit, multi-brand franchisee ranked #32 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","verified","2026-09-03","Multi-Unit Franchisee Mega 99 rank 32 (2026). Brands: Jack in the Box, Denny’s, TGI Fridays, Sizzler, Corner Bakery Café Also listed as ""JIB Management Inc"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Kovan Group/dekk Group/ngp Management","","","334 franchised units; 332 franchised units","Multi-unit, multi-brand franchisee ranked #35 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 35 (2026). Brands: Dunkin’, Baskin-Robbins Also listed as ""KOVAN GROUP LLC / DEKK GROUP / NGP Management"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Luihn Vantedge Partners/vantedge Partners","","","330 franchised units","Multi-unit, multi-brand franchisee ranked #36 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 36 (2026). Brands: Taco Bell, Dunkin’, KFC, Take 5 Oil Change Center, Nothing Bundt Cakes Also listed as ""Luihn Vantedge Partners Llc / Vantedge Partners"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
"recoup","end-customer","multi-unit restaurant franchisee","Harman Management Corporation","","","322 franchised units; 321 franchised units","Multi-unit, multi-brand franchisee ranked #37 on the 2026 Mega 99 by unit count; a portfolio of leased sites means a CAM reconciliation from every landlord each year.","","director of real estate","https://www.franchising.com/articles/20260228_2026_mega99rankings.html","list-article","secondary","2026-09-03","Multi-Unit Franchisee Mega 99 rank 37 (2026). Brands: KFC, A&W, Taco Bell, Long John Silver’s Also listed as ""Harman Management Corporation"" in https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html."
